id,type,locality,activation_date,latitude,longitude,lease_type,gym,lift,swimming_pool,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,amenities,water_supply,building_type,balconies,rent,deposit
ff8081816165ddca0161696bf0d4056a,BHK2,"EPIP Zone,Whitefield",2018-02-06 12:41:03,12.972033292619866,77.71533621349181,ANYONE,1,1,1,0,SEMI_FURNISHED,BOTH,1240,5.0,2,N,2.0,3,4.0,"{""LIFT"":true,""GYM"":true,""INTERNET"":true,""AC"":false,""CLUB"":true,""INTERCOM"":true,""POOL"":true,""CPA"":true,""FS"":true,""SERVANT"":true,""SECURITY"":true,""SC"":true,""GP"":true,""PARK"":true,""RWH"":true,""STP"":true,""HK"":true,""PB"":true,""VP"":true}",CORP_BORE,AP,2.0,26000,150000.0
ff8081815c35329b015c357a6379201f,BHK2,Doddakannelli,2017-12-28 10:06:19,12.90980658534624,77.7052320588607,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,800,40.0,2,E,2.0,0,0.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":true,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",BOREWELL,IH,0.0,12000,72000.0
ff80818154d230860154e1adf7715d48,BHK2,Whitefield Hope Farm Junction,2018-06-15 19:31:37,12.99074841,77.71951294,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1400,10.0,2,N,2.0,8,9.0,"{""LIFT"":true,""GYM"":true,""INTERNET"":true,""AC"":false,""CLUB"":true,""INTERCOM"":true,""POOL"":true,""CPA"":true,""FS"":true,""SERVANT"":false,""SECURITY"":true,""SC"":true,""GP"":true,""PARK"":true,""RWH"":true,""STP"":true,""HK"":true,""PB"":true,""VP"":true}",CORP_BORE,AP,3.0,27500,100000.0
ff8081815deb30c2015deead2ad13882,BHK2,Whitefield,2017-08-18 15:00:23,12.967221308749584,77.7542721480131,ANYONE,0,0,0,0,SEMI_FURNISHED,FOUR_WHEELER,850,8.0,1,E,1.0,1,1.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":false,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":true,""SC"":true,""GP"":false,""PARK"":false,""RWH"":false,""STP"":false,""HK"":false,""PB"":true,""VP"":false}",CORP_BORE,IF,2.0,13000,40000.0
ff8081815c71b0d0015c71c37acc098a,BHK2,Raja Rajeshwari Nagar,2018-05-29 17:24:24,12.9360004,77.51761480000005,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,900,2.0,1,E,2.0,3,3.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":true,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORP_BORE,IF,1.0,15000,150000.0
ff80818163ca7f280163ce79cc3431f5,BHK2,Bendre Nagar,2018-06-05 14:04:14,12.913392188087128,77.56195404907383,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1000,6.0,2,N,2.0,0,3.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":false,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":true,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORPORATION,IF,0.0,15500,150000.0
ff80818163d92b8e0163dd945aec5a75,BHK2,Brookefield,2018-06-10 19:50:44,12.9687152206899,77.7130794239251,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1360,5.0,2,E,2.0,0,3.0,"{""INTERCOM"":true,""SC"":false,""AC"":false,""PARK"":true,""PB"":true,""FS"":false,""POOL"":true,""HK"":true,""SECURITY"":true,""GYM"":true,""LIFT"":true,""INTERNET"":true}",CORP_BORE,AP,3.0,22500,200000.0
ff8081815f58e7be015f5ca4cb323344,BHK2,Kumaraswamy Layout,2017-10-27 21:15:43,12.902653601800045,77.5645490202378,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,5.0,2,N,2.0,0,2.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":false,""GP"":false,""PARK"":false,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORP_BORE,IF,0.0,12000,120000.0
ff808181627abb3d016285a0caa64cd8,BHK2,Whitefield,2018-04-04 16:34:16,12.964323353596592,77.7559727558197,ANYONE,1,1,0,0,SEMI_FURNISHED,BOTH,1060,5.0,2,NE,9.0,2,4.0,"{""LIFT"":true,""GYM"":true,""INTERNET"":true,""AC"":false,""CLUB"":true,""INTERCOM"":false,""POOL"":false,""CPA"":true,""FS"":true,""SERVANT"":false,""SECURITY"":true,""SC"":true,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":false,""PB"":true,""VP"":true}",CORP_BORE,AP,3.0,16000,50000.0
ff80818164d7894b0164d9c358422ab8,BHK2,Ejipura,2018-07-27 17:25:53,12.938248861794676,77.63091245152054,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,550,5.0,1,N,2.0,2,3.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":true,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORP_BORE,AP,0.0,16000,75000.0
ff808181616f685501616f729c5b02bb,BHK2,"Nallurhalli,Whitefield",2018-05-31 10:13:23,12.968408,77.73310500000001,ANYONE,1,1,1,1,FULLY_FURNISHED,BOTH,1550,0.0,2,W,4.0,1,11.0,"{""LIFT"":true,""GYM"":true,""INTERNET"":true,""AC"":false,""CLUB"":true,""INTERCOM"":true,""POOL"":true,""CPA"":true,""FS"":true,""SERVANT"":false,""SECURITY"":true,""SC"":false,""GP"":false,""PARK"":true,""RWH"":true,""STP"":true,""HK"":false,""PB"":true,""VP"":true}",CORP_BORE,AP,4.0,28000,180000.0
ff808181638d2a350163909b97eb7088,BHK2,Koramangala,2018-07-11 16:08:21,12.9210195322432,77.6339414693116,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,500,10.0,1,S,2.0,1,3.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":false,""GP"":false,""PARK"":false,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORP_BORE,AP,1.0,12500,60000.0
ff8081816483b0ba016484474b646d50,BHK1,Banashankari,2018-07-10 21:56:16,12.934411147113007,77.53459150185246,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,400,3.0,1,N,2.0,0,2.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":true,""SERVANT"":false,""SECURITY"":false,""SC"":false,""GP"":false,""PARK"":false,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORP_BORE,IH,1.0,8000,100000.0
ff808181616fc2e801616fdaeb7b0c9c,BHK2,Rajajinagar,2018-02-08 17:51:25,12.98953584615418,77.55893794846213,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,900,15.0,2,S,2.0,1,4.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":false,""GP"":false,""PARK"":false,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORP_BORE,IF,1.0,15000,150000.0
ff8081816199fec701619dc4989017fd,BHK3,Basaveshwar Nagar,2018-02-16 15:40:02,12.992380891210608,77.53723987546311,FAMILY,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,1400,8.0,3,E,5.0,0,1.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":false,""GP"":false,""PARK"":false,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORP_BORE,IH,2.0,18000,180000.0
ff8081815e4ff33e015e50b533893bbb,BHK2,Basaveshwara Nagar,2017-09-05 14:53:51,12.984728954499802,77.54322861534422,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1078,3.0,2,N,2.0,1,4.0,"{""LIFT"":true,""GYM"":false,""INTERNET"":false,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":true,""SC"":true,""GP"":false,""PARK"":false,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":true}",CORP_BORE,AP,1.0,23000,170000.0
ff808181609db9100160a0ae69db335a,BHK1,Mahadevapura,2017-12-29 20:48:28,12.983018708348592,77.70566552565606,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,0.0,1,E,3.0,1,4.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":false,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":false,""GP"":false,""PARK"":false,""RWH"":true,""STP"":false,""HK"":false,""PB"":false,""VP"":true}",CORP_BORE,IF,1.0,12500,50000.0
ff8081815e9f062b015e9f683e9133c2,BHK2,Kasavanahalli,2017-09-22 16:30:24,12.900909038191976,77.6746269865082,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1500,6.0,2,N,7.0,14,14.0,"{""LIFT"":true,""GYM"":true,""INTERNET"":false,""AC"":true,""CLUB"":true,""INTERCOM"":true,""POOL"":true,""CPA"":true,""FS"":true,""SERVANT"":false,""SECURITY"":true,""SC"":false,""GP"":true,""PARK"":false,""RWH"":true,""STP"":true,""HK"":true,""PB"":true,""VP"":true}",BOREWELL,AP,3.0,28000,280000.0
ff808181602754c40160277cc6320a3b,BHK3,"Thigalarapalya,Hoodi",2017-12-05 22:33:17,12.991589092745553,77.72779488993524,COMPANY,0,0,0,1,SEMI_FURNISHED,BOTH,2100,5.0,3,W,0.0,4,18.0,"{""LIFT"":true,""GYM"":true,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":true,""POOL"":true,""CPA"":false,""FS"":true,""SERVANT"":false,""SECURITY"":true,""SC"":true,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":true,""PB"":true,""VP"":false}",CORPORATION,AP,2.0,42000,400000.0
ff8081815e831a26015e864894ea4706,BHK3,Brookefield,2017-09-15 21:50:56,12.956798864947336,77.72108038280341,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1600,8.0,2,W,3.0,3,4.0,"{""LIFT"":true,""GYM"":true,""INTERNET"":true,""AC"":false,""CLUB"":true,""INTERCOM"":true,""POOL"":true,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":true,""SC"":false,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":false,""PB"":true,""VP"":true}",CORP_BORE,AP,2.0,26000,100000.0
ff8081816266e76001626774f0b05f01,BHK2,Whitefield,2018-04-15 16:16:18,12.967016358059494,77.73489011719664,FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1255,2.0,2,E,2.0,0,3.0,"{""LIFT"":true,""GYM"":true,""INTERNET"":false,""AC"":false,""CLUB"":true,""INTERCOM"":true,""POOL"":true,""CPA"":true,""FS"":false,""SERVANT"":false,""SECURITY"":true,""SC"":false,""GP"":false,""PARK"":false,""RWH"":true,""STP"":false,""HK"":false,""PB"":true,""VP"":false}",BOREWELL,AP,2.0,21000,100000.0
ff80818158a195c70158a445679c1e3a,BHK2,Whitefield,2018-05-11 15:16:50,12.9797662,77.76607779999998,ANYONE,1,1,1,0,SEMI_FURNISHED,BOTH,1261,0.0,2,E,2.0,3,3.0,"{""LIFT"":true,""GYM"":true,""INTERNET"":true,""AC"":false,""CLUB"":true,""INTERCOM"":false,""POOL"":true,""CPA"":true,""FS"":true,""SERVANT"":false,""SECURITY"":true,""SC"":true,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":true,""PB"":true,""VP"":true}",CORP_BORE,AP,2.0,20000,150000.0
ff80818153091c6d01530ceffc3d52f4,BHK2,Banashankari 3rd Stage,2018-06-04 09:56:14,12.934527099999999,77.54352150000003,ANYONE,0,0,0,0,NOT_FURNISHED,FOUR_WHEELER,1000,2.0,2,NE,0.0,2,2.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":false,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":true,""SC"":false,""GP"":false,""PARK"":false,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORP_BORE,IH,1.0,17000,200000.0
ff8081815b954d52015b99f652291dd6,BHK2,Lakkasandra Extension,2017-08-20 13:34:10,12.942444687449264,77.60242850978695,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1200,15.0,2,E,3.0,1,1.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":true,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORPORATION,IF,2.0,22000,220000.0
ff8081815bdbfbf0015bdbfe80d800b6,BHK1,HAL 3rd Stage,2018-02-03 18:14:30,12.968232148294227,77.65076558895498,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,400,7.0,1,N,1.0,4,4.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":false,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":true,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORP_BORE,IF,0.0,9000,90000.0
ff8081816016727501601caefb592762,BHK1,"J P Nagar Phase 5,JP Nagar",2017-12-03 22:33:20,12.900250699999999,77.5927823,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,650,10.0,1,NE,2.0,3,3.0,"{""LIFT"":true,""GYM"":true,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":true,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":true,""SC"":true,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":true,""PB"":true,""VP"":false}",CORPORATION,AP,1.0,16000,90000.0
ff8081815d4a6ea3015d505a724d3e24,BHK2,DoddaNekkundi,2017-07-18 14:19:20,12.972194686727764,77.70074734113928,ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,1200,3.0,2,N,0.0,1,3.0,"{""AC"":false,""CLUB"":false,""CPA"":false,""FS"":false,""GP"":false,""GYM"":false,""HK"":false,""INTERCOM"":false,""INTERNET"":false,""LIFT"":false,""PARK"":false,""PB"":false,""POOL"":false,""RWH"":false,""SC"":false,""SECURITY"":false,""SERVANT"":false,""STP"":false,""VP"":false}",CORPORATION,IF,1.0,20000,100000.0
ff8081816306a4ae01631119f6804808,BHK2,BTM 2nd Stage,2018-07-06 19:43:48,12.911172744589633,77.60216207479938,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,500,10.0,2,E,2.0,0,2.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":false,""GP"":false,""PARK"":false,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORP_BORE,IF,0.0,15000,100000.0
ff80818163a128e50163a5121d962ff0,BHK2,Whitefield Hope Farm Junction,2018-05-28 17:27:08,12.98273087,77.74556732,FAMILY,1,1,1,0,SEMI_FURNISHED,BOTH,1250,4.0,2,E,2.0,1,4.0,"{""LIFT"":true,""GYM"":true,""INTERNET"":true,""AC"":false,""CLUB"":true,""INTERCOM"":true,""POOL"":true,""CPA"":true,""FS"":true,""SERVANT"":false,""SECURITY"":true,""SC"":false,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":false,""PB"":true,""VP"":true}",CORP_BORE,AP,1.0,23000,130000.0
ff80818161b374ac0161bc657d564663,BHK3,"Iblur Village,Bellandur",2018-03-11 12:16:05,12.924511599999999,77.6518377,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1710,2.0,3,E,3.0,2,3.0,"{""LIFT"":true,""GYM"":true,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":true,""SC"":true,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":true,""PB"":true,""VP"":true}",BOREWELL,AP,2.0,32000,220000.0
ff8081815da74244015da77fe40a240a,BHK1,HSR Layout,2017-09-25 17:15:56,12.914213291791446,77.63786518280334,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,300,2.0,1,E,1.0,2,2.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":false,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":true,""FS"":true,""SERVANT"":false,""SECURITY"":false,""SC"":true,""GP"":false,""PARK"":true,""RWH"":true,""STP"":true,""HK"":false,""PB"":false,""VP"":false}",CORPORATION,IF,1.0,10000,50000.0
ff8081815aef01cb015aef1ea39305c0,BHK2,Kumaraswamy Layout,2018-03-24 20:54:43,12.907372465156529,77.56545217380437,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,600,0.0,1,N,1.0,0,2.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":false,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":true,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORPORATION,IH,1.0,12000,70000.0
ff80818157189c9d015719081be31e86,BHK3,Nagarbhavi,2017-11-23 18:00:57,12.968390000000017,77.51783436560662,FAMILY,1,0,0,1,SEMI_FURNISHED,BOTH,1650,15.0,2,E,3.0,0,1.0,"{""LIFT"":false,""GYM"":true,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":true,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":true,""GP"":false,""PARK"":true,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORP_BORE,IF,0.0,17000,170000.0
ff80818163fd9fda0164071658e038bb,BHK3,"Salarpuria Greenage, Hosur Rd, Bommanahalli, Bengaluru, Karnataka 560068, India",2018-06-24 15:44:03,12.9013976,77.6289117,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1590,1.0,2,E,7.0,15,21.0,"{""LIFT"":true,""GYM"":true,""INTERNET"":true,""AC"":false,""CLUB"":true,""INTERCOM"":true,""POOL"":true,""CPA"":true,""FS"":true,""SERVANT"":false,""SECURITY"":true,""SC"":true,""GP"":true,""PARK"":true,""RWH"":true,""STP"":false,""HK"":false,""PB"":true,""VP"":true}",CORPORATION,AP,2.0,40000,400000.0
ff8081815890a6c101589af5946f18a4,BHK1,Suddagunte Palya,2018-03-10 12:14:20,12.925718447300715,77.60721164407619,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,450,2.0,1,N,0.0,0,1.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":true,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":true,""GP"":false,""PARK"":false,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORPORATION,IF,0.0,10000,50000.0
ff80818164752936016478d624750cf5,RK1,Koramangala,2018-07-14 14:55:48,12.92317106070318,77.63788131359263,BACHELOR,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,150,1.0,1,E,1.0,2,2.0,"{""LIFT"":false,""GYM"":false,""INTERNET"":false,""AC"":false,""CLUB"":false,""INTERCOM"":false,""POOL"":false,""CPA"":false,""FS"":false,""SERVANT"":false,""SECURITY"":false,""SC"":false,""GP"":false,""PARK"":false,""RWH"":false,""STP"":false,""HK"":false,""PB"":false,""VP"":false}",CORPORATION,IH,1.0,8000,40000.0
